item_points,item,team,role,opponent,score
10,Wild Spirit,GameWard,jungle,Team GO,45
0,Arcane Adrenaline,GameWard,mid,Team GO,33
0,Arcane Explosive,GameWard,mid,Team GO,33
0,Beast Hunter,GameWard,mid,Team GO,33
0,Being of Light,GameWard,mid,Team GO,33
14,Berseker Ax,GameWard,mid,Team GO,33
0,Collecting Hammer,GameWard,mid,Team GO,33
0,Colossal Mace,GameWard,mid,Team GO,33
0,Conquering Staff,GameWard,mid,Team GO,33
0,Crown of the Dwarf King,GameWard,mid,Team GO,33
8,Dance of Death,GameWard,mid,Team GO,33
0,Death Helper,GameWard,mid,Team GO,33
0,Demon Claws,GameWard,mid,Team GO,33
25,Divine Ascent,GameWard,mid,Team GO,33
0,,GameWard,mid,Team GO,33
0,Elemental Discharge,GameWard,mid,Team GO,33
18,Equivalent Totem,GameWard,mid,Team GO,33
0,Fast Furious Blade,GameWard,mid,Team GO,33
0,Final Asteroid,GameWard,mid,Team GO,33
8,Guardian Totem,GameWard,mid,Team GO,33
8,Hawk's Eye,GameWard,mid,Team GO,33
0,Heavenly Vision,GameWard,mid,Team GO,33
0,Holy Sword,GameWard,mid,Team GO,33
0,Huntress of Souls,GameWard,mid,Team GO,33
0,Immortal Breastplate,GameWard,mid,Team GO,33
30,Imperious Gauntlet,GameWard,mid,Team GO,33
0,Incapacitor,GameWard,mid,Team GO,33
40,Legend Aura,GameWard,mid,Team GO,33
0,Magnetic Disintegrator,GameWard,mid,Team GO,33
0,Meteorites,GameWard,mid,Team GO,33
0,Obsidian Battle Plate,GameWard,mid,Team GO,33
0,Omnipresent Amulet,GameWard,mid,Team GO,33
0,Omnipresent Spirit,GameWard,mid,Team GO,33
15,Perfect Scythe,GameWard,mid,Team GO,33
0,Precise Hammer,GameWard,mid,Team GO,33
15,Rampage Momentum,GameWard,mid,Team GO,33
10,Rock Tomb,GameWard,mid,Team GO,33
0,Sacred Help,GameWard,mid,Team GO,33
0,Savage Looter,GameWard,mid,Team GO,33
21,Scythe,GameWard,mid,Team GO,33
0,Secret Scroll,GameWard,mid,Team GO,33
21,Sharp Blade,GameWard,mid,Team GO,33
0,Siege Mace,GameWard,mid,Team GO,33
0,Soul Hunter,GameWard,mid,Team GO,33
6,Spirit of the Squire,GameWard,mid,Team GO,33
0,Spirit of the Warrior,GameWard,mid,Team GO,33
0,Staff of Conquered Worlds,GameWard,mid,Team GO,33
0,Steel Aura,GameWard,mid,Team GO,33
0,Swords of Darkness,GameWard,mid,Team GO,33
0,The Puppeteer,GameWard,mid,Team GO,33
0,The Stalker,GameWard,mid,Team GO,33
0,The Visionary,GameWard,mid,Team GO,33
0,Thirsty Dagger,GameWard,mid,Team GO,33
25,Thirsty Scythes,GameWard,mid,Team GO,33
17,Treasurer's Wisdom,GameWard,mid,Team GO,33
0,Trimeteor,GameWard,mid,Team GO,33
18,Unstoppable Lightning,GameWard,mid,Team GO,33
0,Versatil Saber,GameWard,mid,Team GO,33
1,Wild Claw,GameWard,mid,Team GO,33
0,Wild Spirit,GameWard,mid,Team GO,33
0,Arcane Adrenaline,GameWard,bot,Team GO,41
12,Arcane Explosive,GameWard,bot,Team GO,41
0,Beast Hunter,GameWard,bot,Team GO,41
0,Being of Light,GameWard,bot,Team GO,41
14,Berseker Ax,GameWard,bot,Team GO,41
0,Collecting Hammer,GameWard,bot,Team GO,41
0,Colossal Mace,GameWard,bot,Team GO,41
0,Conquering Staff,GameWard,bot,Team GO,41
0,Crown of the Dwarf King,GameWard,bot,Team GO,41
8,Dance of Death,GameWard,bot,Team GO,41
10,Death Helper,GameWard,bot,Team GO,41
0,Demon Claws,GameWard,bot,Team GO,41
25,Divine Ascent,GameWard,bot,Team GO,41
11,,GameWard,bot,Team GO,41
0,Elemental Discharge,GameWard,bot,Team GO,41
18,Equivalent Totem,GameWard,bot,Team GO,41
0,Fast Furious Blade,GameWard,bot,Team GO,41
0,Final Asteroid,GameWard,bot,Team GO,41
7,Guardian Totem,GameWard,bot,Team GO,41
8,Hawk's Eye,GameWard,bot,Team GO,41
0,Heavenly Vision,GameWard,bot,Team GO,41
0,Holy Sword,GameWard,bot,Team GO,41
0,Huntress of Souls,GameWard,bot,Team GO,41
14,Immortal Breastplate,GameWard,bot,Team GO,41
0,Imperious Gauntlet,GameWard,bot,Team GO,41
9,Incapacitor,GameWard,bot,Team GO,41
0,Legend Aura,GameWard,bot,Team GO,41
11,Magnetic Disintegrator,GameWard,bot,Team GO,41
0,Meteorites,GameWard,bot,Team GO,41
20,Obsidian Battle Plate,GameWard,bot,Team GO,41
0,Omnipresent Amulet,GameWard,bot,Team GO,41
0,Omnipresent Spirit,GameWard,bot,Team GO,41
0,Perfect Scythe,GameWard,bot,Team GO,41
0,Precise Hammer,GameWard,bot,Team GO,41
15,Rampage Momentum,GameWard,bot,Team GO,41
0,Rock Tomb,GameWard,bot,Team GO,41
0,Sacred Help,GameWard,bot,Team GO,41
0,Savage Looter,GameWard,bot,Team GO,41
18,Scythe,GameWard,bot,Team GO,41
0,Secret Scroll,GameWard,bot,Team GO,41
12,Sharp Blade,GameWard,bot,Team GO,41
0,Siege Mace,GameWard,bot,Team GO,41
15,Soul Hunter,GameWard,bot,Team GO,41
18,Spirit of the Squire,GameWard,bot,Team GO,41
16,Spirit of the Warrior,GameWard,bot,Team GO,41
0,Staff of Conquered Worlds,GameWard,bot,Team GO,41
0,Steel Aura,GameWard,bot,Team GO,41
0,Swords of Darkness,GameWard,bot,Team GO,41
0,The Puppeteer,GameWard,bot,Team GO,41
0,The Stalker,GameWard,bot,Team GO,41
0,The Visionary,GameWard,bot,Team GO,41
0,Thirsty Dagger,GameWard,bot,Team GO,41
25,Thirsty Scythes,GameWard,bot,Team GO,41
17,Treasurer's Wisdom,GameWard,bot,Team GO,41
0,Trimeteor,GameWard,bot,Team GO,41
0,Unstoppable Lightning,GameWard,bot,Team GO,41
11,Versatil Saber,GameWard,bot,Team GO,41
1,Wild Claw,GameWard,bot,Team GO,41
0,Wild Spirit,GameWard,bot,Team GO,41
0,Arcane Adrenaline,GameWard,support,Team GO,-9
0,Arcane Explosive,GameWard,support,Team GO,-9
0,Beast Hunter,GameWard,support,Team GO,-9
0,Being of Light,GameWard,support,Team GO,-9
0,Berseker Ax,GameWard,support,Team GO,-9
0,Collecting Hammer,GameWard,support,Team GO,-9
0,Colossal Mace,GameWard,support,Team GO,-9
0,Conquering Staff,GameWard,support,Team GO,-9
0,Crown of the Dwarf King,GameWard,support,Team GO,-9
0,Dance of Death,GameWard,support,Team GO,-9
10,Death Helper,GameWard,support,Team GO,-9
0,Demon Claws,GameWard,support,Team GO,-9
0,Divine Ascent,GameWard,support,Team GO,-9
0,,GameWard,support,Team GO,-9
0,Elemental Discharge,GameWard,support,Team GO,-9
15,Equivalent Totem,GameWard,support,Team GO,-9
0,Fast Furious Blade,GameWard,support,Team GO,-9
0,Final Asteroid,GameWard,support,Team GO,-9
22,Guardian Totem,GameWard,support,Team GO,-9
8,Hawk's Eye,GameWard,support,Team GO,-9
0,Heavenly Vision,GameWard,support,Team GO,-9
0,Holy Sword,GameWard,support,Team GO,-9
0,Huntress of Souls,GameWard,support,Team GO,-9
0,Immortal Breastplate,GameWard,support,Team GO,-9
0,Imperious Gauntlet,GameWard,support,Team GO,-9
6,Incapacitor,GameWard,support,Team GO,-9
0,Legend Aura,GameWard,support,Team GO,-9
0,Magnetic Disintegrator,GameWard,support,Team GO,-9
0,Meteorites,GameWard,support,Team GO,-9
0,Obsidian Battle Plate,GameWard,support,Team GO,-9
0,Omnipresent Amulet,GameWard,support,Team GO,-9
0,Omnipresent Spirit,GameWard,support,Team GO,-9
0,Perfect Scythe,GameWard,support,Team GO,-9
0,Precise Hammer,GameWard,support,Team GO,-9
0,Rampage Momentum,GameWard,support,Team GO,-9
0,Rock Tomb,GameWard,support,Team GO,-9
0,Sacred Help,GameWard,support,Team GO,-9
0,Savage Looter,GameWard,support,Team GO,-9
1,Scythe,GameWard,support,Team GO,-9
0,Secret Scroll,GameWard,support,Team GO,-9
0,Sharp Blade,GameWard,support,Team GO,-9
0,Siege Mace,GameWard,support,Team GO,-9
0,Soul Hunter,GameWard,support,Team GO,-9
12,Spirit of the Squire,GameWard,support,Team GO,-9
0,Spirit of the Warrior,GameWard,support,Team GO,-9
0,Staff of Conquered Worlds,GameWard,support,Team GO,-9
0,Steel Aura,GameWard,support,Team GO,-9
0,Swords of Darkness,GameWard,support,Team GO,-9
0,The Puppeteer,GameWard,support,Team GO,-9
16,The Stalker,GameWard,support,Team GO,-9
0,The Visionary,GameWard,support,Team GO,-9
0,Thirsty Dagger,GameWard,support,Team GO,-9
0,Thirsty Scythes,GameWard,support,Team GO,-9
0,Treasurer's Wisdom,GameWard,support,Team GO,-9
0,Trimeteor,GameWard,support,Team GO,-9
0,Unstoppable Lightning,GameWard,support,Team GO,-9
0,Versatil Saber,GameWard,support,Team GO,-9
0,Wild Claw,GameWard,support,Team GO,-9
0,Wild Spirit,GameWard,support,Team GO,-9
20,Baron' s Mask,GameWard,coach,Team GO,38
26,Big Worm Hunter,GameWard,coach,Team GO,38
22,Conquest Hammer,GameWard,coach,Team GO,38
22,Destroyer Hammer,GameWard,coach,Team GO,38
25,Elemental Dragon Soul,GameWard,coach,Team GO,38
16,Eye of the Void,GameWard,coach,Team GO,38
8,First Line,GameWard,coach,Team GO,38
0,Golden Force,GameWard,coach,Team GO,38
0,Killer Momentum,GameWard,coach,Team GO,38
0,Light Swords,GameWard,coach,Team GO,38
0,Magic Scales,GameWard,coach,Team GO,38
17,Royal Protector,GameWard,coach,Team GO,38
20,Scale Tearer,GameWard,coach,Team GO,38
16,Seal of Desecration,GameWard,coach,Team GO,38
20,Spirit of the Rift,GameWard,coach,Team GO,38
0,Underworld Guardian,GameWard,coach,Team GO,38
0,Arcane Adrenaline,Team GO,top,GameWard,6
12,Arcane Explosive,Team GO,top,GameWard,6
0,Beast Hunter,Team GO,top,GameWard,6
0,Being of Light,Team GO,top,GameWard,6
14,Berseker Ax,Team GO,top,GameWard,6
0,Collecting Hammer,Team GO,top,GameWard,6
0,Colossal Mace,Team GO,top,GameWard,6
0,Conquering Staff,Team GO,top,GameWard,6
0,Crown of the Dwarf King,Team GO,top,GameWard,6
0,Dance of Death,Team GO,top,GameWard,6
0,Death Helper,Team GO,top,GameWard,6
0,Demon Claws,Team GO,top,GameWard,6
25,Divine Ascent,Team GO,top,GameWard,6
0,,Team GO,top,GameWard,6
0,Elemental Discharge,Team GO,top,GameWard,6
18,Equivalent Totem,Team GO,top,GameWard,6
0,Fast Furious Blade,Team GO,top,GameWard,6
0,Final Asteroid,Team GO,top,GameWard,6
8,Guardian Totem,Team GO,top,GameWard,6
8,Hawk's Eye,Team GO,top,GameWard,6
0,Heavenly Vision,Team GO,top,GameWard,6
0,Holy Sword,Team GO,top,GameWard,6
0,Huntress of Souls,Team GO,top,GameWard,6
0,Immortal Breastplate,Team GO,top,GameWard,6
0,Imperious Gauntlet,Team GO,top,GameWard,6
12,Incapacitor,Team GO,top,GameWard,6
0,Legend Aura,Team GO,top,GameWard,6
0,Magnetic Disintegrator,Team GO,top,GameWard,6
0,Meteorites,Team GO,top,GameWard,6
0,Obsidian Battle Plate,Team GO,top,GameWard,6
0,Omnipresent Amulet,Team GO,top,GameWard,6
0,Omnipresent Spirit,Team GO,top,GameWard,6
0,Perfect Scythe,Team GO,top,GameWard,6
0,Precise Hammer,Team GO,top,GameWard,6
0,Rampage Momentum,Team GO,top,GameWard,6
0,Rock Tomb,Team GO,top,GameWard,6
20,Sacred Help,Team GO,top,GameWard,6
0,Savage Looter,Team GO,top,GameWard,6
23,Scythe,Team GO,top,GameWard,6
0,Secret Scroll,Team GO,top,GameWard,6
6,Sharp Blade,Team GO,top,GameWard,6
0,Siege Mace,Team GO,top,GameWard,6
0,Soul Hunter,Team GO,top,GameWard,6
9,Spirit of the Squire,Team GO,top,GameWard,6
0,Spirit of the Warrior,Team GO,top,GameWard,6
0,Staff of Conquered Worlds,Team GO,top,GameWard,6
0,Steel Aura,Team GO,top,GameWard,6
0,Swords of Darkness,Team GO,top,GameWard,6
0,The Puppeteer,Team GO,top,GameWard,6
0,The Stalker,Team GO,top,GameWard,6
0,The Visionary,Team GO,top,GameWard,6
0,Thirsty Dagger,Team GO,top,GameWard,6
25,Thirsty Scythes,Team GO,top,GameWard,6
17,Treasurer's Wisdom,Team GO,top,GameWard,6
0,Trimeteor,Team GO,top,GameWard,6
0,Unstoppable Lightning,Team GO,top,GameWard,6
0,Versatil Saber,Team GO,top,GameWard,6
4,Wild Claw,Team GO,top,GameWard,6
0,Wild Spirit,Team GO,top,GameWard,6
16,Arcane Adrenaline,Team GO,jungle,GameWard,33
0,Arcane Explosive,Team GO,jungle,GameWard,33
0,Beast Hunter,Team GO,jungle,GameWard,33
0,Being of Light,Team GO,jungle,GameWard,33
14,Berseker Ax,Team GO,jungle,GameWard,33
0,Collecting Hammer,Team GO,jungle,GameWard,33
0,Colossal Mace,Team GO,jungle,GameWard,33
24,Conquering Staff,Team GO,jungle,GameWard,33
0,Crown of the Dwarf King,Team GO,jungle,GameWard,33
8,Dance of Death,Team GO,jungle,GameWard,33
10,Death Helper,Team GO,jungle,GameWard,33
0,Demon Claws,Team GO,jungle,GameWard,33
0,Divine Ascent,Team GO,jungle,GameWard,33
0,,Team GO,jungle,GameWard,33
0,Elemental Discharge,Team GO,jungle,GameWard,33
17,Equivalent Totem,Team GO,jungle,GameWard,33
0,Fast Furious Blade,Team GO,jungle,GameWard,33
0,Final Asteroid,Team GO,jungle,GameWard,33
3,Guardian Totem,Team GO,jungle,GameWard,33
8,Hawk's Eye,Team GO,jungle,GameWard,33
0,Heavenly Vision,Team GO,jungle,GameWard,33
0,Holy Sword,Team GO,jungle,GameWard,33
0,Huntress of Souls,Team GO,jungle,GameWard,33
0,Immortal Breastplate,Team GO,jungle,GameWard,33
0,Imperious Gauntlet,Team GO,jungle,GameWard,33
24,Incapacitor,Team GO,jungle,GameWard,33
0,Legend Aura,Team GO,jungle,GameWard,33
0,Magnetic Disintegrator,Team GO,jungle,GameWard,33
0,Meteorites,Team GO,jungle,GameWard,33
0,Obsidian Battle Plate,Team GO,jungle,GameWard,33
0,Omnipresent Amulet,Team GO,jungle,GameWard,33
0,Omnipresent Spirit,Team GO,jungle,GameWard,33
0,Perfect Scythe,Team GO,jungle,GameWard,33
0,Precise Hammer,Team GO,jungle,GameWard,33
0,Rampage Momentum,Team GO,jungle,GameWard,33
10,Rock Tomb,Team GO,jungle,GameWard,33
20,Sacred Help,Team GO,jungle,GameWard,33
0,Savage Looter,Team GO,jungle,GameWard,33
11,Scythe,Team GO,jungle,GameWard,33
0,Secret Scroll,Team GO,jungle,GameWard,33
12,Sharp Blade,Team GO,jungle,GameWard,33
0,Siege Mace,Team GO,jungle,GameWard,33
15,Soul Hunter,Team GO,jungle,GameWard,33
21,Spirit of the Squire,Team GO,jungle,GameWard,33
0,Spirit of the Warrior,Team GO,jungle,GameWard,33
0,Staff of Conquered Worlds,Team GO,jungle,GameWard,33
18,Steel Aura,Team GO,jungle,GameWard,33
0,Swords of Darkness,Team GO,jungle,GameWard,33
20,The Puppeteer,Team GO,jungle,GameWard,33
0,The Stalker,Team GO,jungle,GameWard,33
0,The Visionary,Team GO,jungle,GameWard,33
15,Thirsty Dagger,Team GO,jungle,GameWard,33
0,Thirsty Scythes,Team GO,jungle,GameWard,33
17,Treasurer's Wisdom,Team GO,jungle,GameWard,33
0,Trimeteor,Team GO,jungle,GameWard,33
0,Unstoppable Lightning,Team GO,jungle,GameWard,33
0,Versatil Saber,Team GO,jungle,GameWard,33
17,Wild Claw,Team GO,jungle,GameWard,33
10,Wild Spirit,Team GO,jungle,GameWard,33
0,Arcane Adrenaline,Team GO,mid,GameWard,51
0,Arcane Explosive,Team GO,mid,GameWard,51
0,Beast Hunter,Team GO,mid,GameWard,51
0,Being of Light,Team GO,mid,GameWard,51
14,Berseker Ax,Team GO,mid,GameWard,51
6,Collecting Hammer,Team GO,mid,GameWard,51
0,Colossal Mace,Team GO,mid,GameWard,51
0,Conquering Staff,Team GO,mid,GameWard,51
0,Crown of the Dwarf King,Team GO,mid,GameWard,51
8,Dance of Death,Team GO,mid,GameWard,51
10,Death Helper,Team GO,mid,GameWard,51
0,Demon Claws,Team GO,mid,GameWard,51
25,Divine Ascent,Team GO,mid,GameWard,51
0,,Team GO,mid,GameWard,51
0,Elemental Discharge,Team GO,mid,GameWard,51
18,Equivalent Totem,Team GO,mid,GameWard,51
0,Fast Furious Blade,Team GO,mid,GameWard,51
0,Final Asteroid,Team GO,mid,GameWard,51
8,Guardian Totem,Team GO,mid,GameWard,51
8,Hawk's Eye,Team GO,mid,GameWard,51
0,Heavenly Vision,Team GO,mid,GameWard,51
10,Holy Sword,Team GO,mid,GameWard,51
0,Huntress of Souls,Team GO,mid,GameWard,51
0,Immortal Breastplate,Team GO,mid,GameWard,51
0,Imperious Gauntlet,Team GO,mid,GameWard,51
12,Incapacitor,Team GO,mid,GameWard,51
0,Legend Aura,Team GO,mid,GameWard,51
0,Magnetic Disintegrator,Team GO,mid,GameWard,51
0,Meteorites,Team GO,mid,GameWard,51
0,Obsidian Battle Plate,Team GO,mid,GameWard,51
0,Omnipresent Amulet,Team GO,mid,GameWard,51
0,Omnipresent Spirit,Team GO,mid,GameWard,51
15,Perfect Scythe,Team GO,mid,GameWard,51
0,Precise Hammer,Team GO,mid,GameWard,51
15,Rampage Momentum,Team GO,mid,GameWard,51
0,Rock Tomb,Team GO,mid,GameWard,51
20,Sacred Help,Team GO,mid,GameWard,51
0,Savage Looter,Team GO,mid,GameWard,51
24,Scythe,Team GO,mid,GameWard,51
0,Secret Scroll,Team GO,mid,GameWard,51
24,Sharp Blade,Team GO,mid,GameWard,51
0,Siege Mace,Team GO,mid,GameWard,51
0,Soul Hunter,Team GO,mid,GameWard,51
15,Spirit of the Squire,Team GO,mid,GameWard,51
0,Spirit of the Warrior,Team GO,mid,GameWard,51
0,Staff of Conquered Worlds,Team GO,mid,GameWard,51
0,Steel Aura,Team GO,mid,GameWard,51
0,Swords of Darkness,Team GO,mid,GameWard,51
0,The Puppeteer,Team GO,mid,GameWard,51
0,The Stalker,Team GO,mid,GameWard,51
0,The Visionary,Team GO,mid,GameWard,51
0,Thirsty Dagger,Team GO,mid,GameWard,51
25,Thirsty Scythes,Team GO,mid,GameWard,51
17,Treasurer's Wisdom,Team GO,mid,GameWard,51
0,Trimeteor,Team GO,mid,GameWard,51
18,Unstoppable Lightning,Team GO,mid,GameWard,51
11,Versatil Saber,Team GO,mid,GameWard,51
5,Wild Claw,Team GO,mid,GameWard,51
0,Wild Spirit,Team GO,mid,GameWard,51
0,Arcane Adrenaline,Team GO,bot,GameWard,50
0,Arcane Explosive,Team GO,bot,GameWard,50
0,Beast Hunter,Team GO,bot,GameWard,50
0,Being of Light,Team GO,bot,GameWard,50
14,Berseker Ax,Team GO,bot,GameWard,50
24,Collecting Hammer,Team GO,bot,GameWard,50
0,Colossal Mace,Team GO,bot,GameWard,50
24,Conquering Staff,Team GO,bot,GameWard,50
13,Crown of the Dwarf King,Team GO,bot,GameWard,50
8,Dance of Death,Team GO,bot,GameWard,50
10,Death Helper,Team GO,bot,GameWard,50
17,Demon Claws,Team GO,bot,GameWard,50
25,Divine Ascent,Team GO,bot,GameWard,50
11,,Team GO,bot,GameWard,50
0,Elemental Discharge,Team GO,bot,GameWard,50
18,Equivalent Totem,Team GO,bot,GameWard,50
16,Fast Furious Blade,Team GO,bot,GameWard,50
0,Final Asteroid,Team GO,bot,GameWard,50
5,Guardian Totem,Team GO,bot,GameWard,50
8,Hawk's Eye,Team GO,bot,GameWard,50
0,Heavenly Vision,Team GO,bot,GameWard,50
0,Holy Sword,Team GO,bot,GameWard,50
19,Huntress of Souls,Team GO,bot,GameWard,50
14,Immortal Breastplate,Team GO,bot,GameWard,50
0,Imperious Gauntlet,Team GO,bot,GameWard,50
33,Incapacitor,Team GO,bot,GameWard,50
40,Legend Aura,Team GO,bot,GameWard,50
0,Magnetic Disintegrator,Team GO,bot,GameWard,50
0,Meteorites,Team GO,bot,GameWard,50
20,Obsidian Battle Plate,Team GO,bot,GameWard,50
0,Omnipresent Amulet,Team GO,bot,GameWard,50
0,Omnipresent Spirit,Team GO,bot,GameWard,50
15,Perfect Scythe,Team GO,bot,GameWard,50
18,Precise Hammer,Team GO,bot,GameWard,50
15,Rampage Momentum,Team GO,bot,GameWard,50
10,Rock Tomb,Team GO,bot,GameWard,50
0,Sacred Help,Team GO,bot,GameWard,50
0,Savage Looter,Team GO,bot,GameWard,50
28,Scythe,Team GO,bot,GameWard,50
18,Secret Scroll,Team GO,bot,GameWard,50
21,Sharp Blade,Team GO,bot,GameWard,50
0,Siege Mace,Team GO,bot,GameWard,50
0,Soul Hunter,Team GO,bot,GameWard,50
12,Spirit of the Squire,Team GO,bot,GameWard,50
0,Spirit of the Warrior,Team GO,bot,GameWard,50
0,Staff of Conquered Worlds,Team GO,bot,GameWard,50
0,Steel Aura,Team GO,bot,GameWard,50
0,Swords of Darkness,Team GO,bot,GameWard,50
0,The Puppeteer,Team GO,bot,GameWard,50
0,The Stalker,Team GO,bot,GameWard,50
0,The Visionary,Team GO,bot,GameWard,50
0,Thirsty Dagger,Team GO,bot,GameWard,50
25,Thirsty Scythes,Team GO,bot,GameWard,50
17,Treasurer's Wisdom,Team GO,bot,GameWard,50
0,Trimeteor,Team GO,bot,GameWard,50
18,Unstoppable Lightning,Team GO,bot,GameWard,50
11,Versatil Saber,Team GO,bot,GameWard,50
5,Wild Claw,Team GO,bot,GameWard,50
0,Wild Spirit,Team GO,bot,GameWard,50
0,Arcane Adrenaline,Team GO,support,GameWard,19
0,Arcane Explosive,Team GO,support,GameWard,19
0,Beast Hunter,Team GO,support,GameWard,19
0,Being of Light,Team GO,support,GameWard,19
0,Berseker Ax,Team GO,support,GameWard,19
0,Collecting Hammer,Team GO,support,GameWard,19
0,Colossal Mace,Team GO,support,GameWard,19
24,Conquering Staff,Team GO,support,GameWard,19
0,Crown of the Dwarf King,Team GO,support,GameWard,19
0,Dance of Death,Team GO,support,GameWard,19
10,Death Helper,Team GO,support,GameWard,19
0,Demon Claws,Team GO,support,GameWard,19
0,Divine Ascent,Team GO,support,GameWard,19
0,,Team GO,support,GameWard,19
0,Elemental Discharge,Team GO,support,GameWard,19
15,Equivalent Totem,Team GO,support,GameWard,19
0,Fast Furious Blade,Team GO,support,GameWard,19
0,Final Asteroid,Team GO,support,GameWard,19
26,Guardian Totem,Team GO,support,GameWard,19
8,Hawk's Eye,Team GO,support,GameWard,19
0,Heavenly Vision,Team GO,support,GameWard,19
0,Holy Sword,Team GO,support,GameWard,19
0,Huntress of Souls,Team GO,support,GameWard,19
0,Immortal Breastplate,Team GO,support,GameWard,19
0,Imperious Gauntlet,Team GO,support,GameWard,19
21,Incapacitor,Team GO,support,GameWard,19
0,Legend Aura,Team GO,support,GameWard,19
0,Magnetic Disintegrator,Team GO,support,GameWard,19
0,Meteorites,Team GO,support,GameWard,19
0,Obsidian Battle Plate,Team GO,support,GameWard,19
11,Omnipresent Amulet,Team GO,support,GameWard,19
0,Omnipresent Spirit,Team GO,support,GameWard,19
0,Perfect Scythe,Team GO,support,GameWard,19
0,Precise Hammer,Team GO,support,GameWard,19
0,Rampage Momentum,Team GO,support,GameWard,19
0,Rock Tomb,Team GO,support,GameWard,19
0,Sacred Help,Team GO,support,GameWard,19
0,Savage Looter,Team GO,support,GameWard,19
2,Scythe,Team GO,support,GameWard,19
0,Secret Scroll,Team GO,support,GameWard,19
3,Sharp Blade,Team GO,support,GameWard,19
0,Siege Mace,Team GO,support,GameWard,19
0,Soul Hunter,Team GO,support,GameWard,19
24,Spirit of the Squire,Team GO,support,GameWard,19
0,Spirit of the Warrior,Team GO,support,GameWard,19
0,Staff of Conquered Worlds,Team GO,support,GameWard,19
0,Steel Aura,Team GO,support,GameWard,19
0,Swords of Darkness,Team GO,support,GameWard,19
0,The Puppeteer,Team GO,support,GameWard,19
16,The Stalker,Team GO,support,GameWard,19
18,The Visionary,Team GO,support,GameWard,19
0,Thirsty Dagger,Team GO,support,GameWard,19
0,Thirsty Scythes,Team GO,support,GameWard,19
0,Treasurer's Wisdom,Team GO,support,GameWard,19
0,Trimeteor,Team GO,support,GameWard,19
0,Unstoppable Lightning,Team GO,support,GameWard,19
0,Versatil Saber,Team GO,support,GameWard,19
0,Wild Claw,Team GO,support,GameWard,19
0,Wild Spirit,Team GO,support,GameWard,19
0,Baron' s Mask,Team GO,coach,GameWard,7
13,Big Worm Hunter,Team GO,coach,GameWard,7
0,Conquest Hammer,Team GO,coach,GameWard,7
6,Destroyer Hammer,Team GO,coach,GameWard,7
0,Elemental Dragon Soul,Team GO,coach,GameWard,7
0,Eye of the Void,Team GO,coach,GameWard,7
8,First Line,Team GO,coach,GameWard,7
0,Golden Force,Team GO,coach,GameWard,7
0,Killer Momentum,Team GO,coach,GameWard,7
0,Light Swords,Team GO,coach,GameWard,7
20,Magic Scales,Team GO,coach,GameWard,7
0,Royal Protector,Team GO,coach,GameWard,7
15,Scale Tearer,Team GO,coach,GameWard,7
0,Seal of Desecration,Team GO,coach,GameWard,7
0,Spirit of the Rift,Team GO,coach,GameWard,7
0,Underworld Guardian,Team GO,coach,GameWard,7
0,Arcane Adrenaline,LDLC OL,top,Team GO,9
12,Arcane Explosive,LDLC OL,top,Team GO,9
0,Beast Hunter,LDLC OL,top,Team GO,9
0,Being of Light,LDLC OL,top,Team GO,9
0,Berseker Ax,LDLC OL,top,Team GO,9
0,Collecting Hammer,LDLC OL,top,Team GO,9
0,Colossal Mace,LDLC OL,top,Team GO,9
0,Conquering Staff,LDLC OL,top,Team GO,9
0,Crown of the Dwarf King,LDLC OL,top,Team GO,9
0,Dance of Death,LDLC OL,top,Team GO,9
0,Death Helper,LDLC OL,top,Team GO,9
17,Demon Claws,LDLC OL,top,Team GO,9
25,Divine Ascent,LDLC OL,top,Team GO,9
0,,LDLC OL,top,Team GO,9
0,Elemental Discharge,LDLC OL,top,Team GO,9
18,Equivalent Totem,LDLC OL,top,Team GO,9
16,Fast Furious Blade,LDLC OL,top,Team GO,9
0,Final Asteroid,LDLC OL,top,Team GO,9
4,Guardian Totem,LDLC OL,top,Team GO,9
0,Hawk's Eye,LDLC OL,top,Team GO,9
0,Heavenly Vision,LDLC OL,top,Team GO,9
0,Holy Sword,LDLC OL,top,Team GO,9
19,Huntress of Souls,LDLC OL,top,Team GO,9
0,Immortal Breastplate,LDLC OL,top,Team GO,9
0,Imperious Gauntlet,LDLC OL,top,Team GO,9
6,Incapacitor,LDLC OL,top,Team GO,9
0,Legend Aura,LDLC OL,top,Team GO,9
11,Magnetic Disintegrator,LDLC OL,top,Team GO,9
0,Meteorites,LDLC OL,top,Team GO,9
20,Obsidian Battle Plate,LDLC OL,top,Team GO,9
0,Omnipresent Amulet,LDLC OL,top,Team GO,9
0,Omnipresent Spirit,LDLC OL,top,Team GO,9
15,Perfect Scythe,LDLC OL,top,Team GO,9
0,Precise Hammer,LDLC OL,top,Team GO,9
0,Rampage Momentum,LDLC OL,top,Team GO,9
10,Rock Tomb,LDLC OL,top,Team GO,9
20,Sacred Help,LDLC OL,top,Team GO,9
0,Savage Looter,LDLC OL,top,Team GO,9
22,Scythe,LDLC OL,top,Team GO,9
0,Secret Scroll,LDLC OL,top,Team GO,9
6,Sharp Blade,LDLC OL,top,Team GO,9
0,Siege Mace,LDLC OL,top,Team GO,9
0,Soul Hunter,LDLC OL,top,Team GO,9
0,Spirit of the Squire,LDLC OL,top,Team GO,9
