points,item,team,role,opponent
0,Steel Aura,G2 Esports,jungle,Astralis
0,Swords of Darkness,G2 Esports,jungle,Astralis
0,The Puppeteer,G2 Esports,jungle,Astralis
0,The Stalker,G2 Esports,jungle,Astralis
0,The Visionary,G2 Esports,jungle,Astralis
0,Thirsty Dagger,G2 Esports,jungle,Astralis
0,Thirsty Scythes,G2 Esports,jungle,Astralis
0,Treasurer's Wisdom,G2 Esports,jungle,Astralis
0,Trimeteor,G2 Esports,jungle,Astralis
18,Unstoppable Lightning,G2 Esports,jungle,Astralis
11,Versatil Saber,G2 Esports,jungle,Astralis
18,Wild Claw,G2 Esports,jungle,Astralis
10,Wild Spirit,G2 Esports,jungle,Astralis
16,Arcane Adrenaline,G2 Esports,mid,Astralis
0,Arcane Explosive,G2 Esports,mid,Astralis
0,Beast Hunter,G2 Esports,mid,Astralis
18,Being of Light,G2 Esports,mid,Astralis
14,Berseker Ax,G2 Esports,mid,Astralis
30,Collecting Hammer,G2 Esports,mid,Astralis
0,Colossal Mace,G2 Esports,mid,Astralis
0,Conquering Staff,G2 Esports,mid,Astralis
0,Crown of the Dwarf King,G2 Esports,mid,Astralis
8,Dance of Death,G2 Esports,mid,Astralis
0,Death Helper,G2 Esports,mid,Astralis
0,Demon Claws,G2 Esports,mid,Astralis
0,Divine Ascent,G2 Esports,mid,Astralis
0,Divine Impetu,G2 Esports,mid,Astralis
0,Elemental Discharge,G2 Esports,mid,Astralis
14,Equivalent Totem,G2 Esports,mid,Astralis
0,Fast Furious Blade,G2 Esports,mid,Astralis
0,Final Asteroid,G2 Esports,mid,Astralis
1,Guardian Totem,G2 Esports,mid,Astralis
0,Hawk's Eye,G2 Esports,mid,Astralis
0,Heavenly Vision,G2 Esports,mid,Astralis
0,Holy Sword,G2 Esports,mid,Astralis
0,Huntress of Souls,G2 Esports,mid,Astralis
0,Immortal Breastplate,G2 Esports,mid,Astralis
0,Imperious Gauntlet,G2 Esports,mid,Astralis
3,Incapacitor,G2 Esports,mid,Astralis
0,Legend Aura,G2 Esports,mid,Astralis
0,Magnetic Disintegrator,G2 Esports,mid,Astralis
0,Meteorites,G2 Esports,mid,Astralis
20,Obsidian Battle Plate,G2 Esports,mid,Astralis
0,Omnipresent Amulet,G2 Esports,mid,Astralis
0,Omnipresent Spirit,G2 Esports,mid,Astralis
0,Perfect Scythe,G2 Esports,mid,Astralis
18,Precise Hammer,G2 Esports,mid,Astralis
15,Rampage Momentum,G2 Esports,mid,Astralis
0,Rock Tomb,G2 Esports,mid,Astralis
20,Sacred Help,G2 Esports,mid,Astralis
0,Savage Looter,G2 Esports,mid,Astralis
8,Scythe,G2 Esports,mid,Astralis
18,Secret Scroll,G2 Esports,mid,Astralis
24,Sharp Blade,G2 Esports,mid,Astralis
0,Siege Mace,G2 Esports,mid,Astralis
15,Soul Hunter,G2 Esports,mid,Astralis
9,Spirit of the Squire,G2 Esports,mid,Astralis
0,Spirit of the Warrior,G2 Esports,mid,Astralis
0,Staff of Conquered Worlds,G2 Esports,mid,Astralis
0,Steel Aura,G2 Esports,mid,Astralis
0,Swords of Darkness,G2 Esports,mid,Astralis
0,The Puppeteer,G2 Esports,mid,Astralis
0,The Stalker,G2 Esports,mid,Astralis
0,The Visionary,G2 Esports,mid,Astralis
0,Thirsty Dagger,G2 Esports,mid,Astralis
0,Thirsty Scythes,G2 Esports,mid,Astralis
0,Treasurer's Wisdom,G2 Esports,mid,Astralis
0,Trimeteor,G2 Esports,mid,Astralis
18,Unstoppable Lightning,G2 Esports,mid,Astralis
11,Versatil Saber,G2 Esports,mid,Astralis
1,Wild Claw,G2 Esports,mid,Astralis
0,Wild Spirit,G2 Esports,mid,Astralis
0,Arcane Adrenaline,G2 Esports,bot,Astralis
12,Arcane Explosive,G2 Esports,bot,Astralis
0,Beast Hunter,G2 Esports,bot,Astralis
0,Being of Light,G2 Esports,bot,Astralis
14,Berseker Ax,G2 Esports,bot,Astralis
18,Collecting Hammer,G2 Esports,bot,Astralis
11,Colossal Mace,G2 Esports,bot,Astralis
0,Conquering Staff,G2 Esports,bot,Astralis
0,Crown of the Dwarf King,G2 Esports,bot,Astralis
8,Dance of Death,G2 Esports,bot,Astralis
10,Death Helper,G2 Esports,bot,Astralis
17,Demon Claws,G2 Esports,bot,Astralis
0,Divine Ascent,G2 Esports,bot,Astralis
0,Divine Impetu,G2 Esports,bot,Astralis
0,Elemental Discharge,G2 Esports,bot,Astralis
14,Equivalent Totem,G2 Esports,bot,Astralis
16,Fast Furious Blade,G2 Esports,bot,Astralis
0,Final Asteroid,G2 Esports,bot,Astralis
5,Guardian Totem,G2 Esports,bot,Astralis
0,Hawk's Eye,G2 Esports,bot,Astralis
0,Heavenly Vision,G2 Esports,bot,Astralis
0,Holy Sword,G2 Esports,bot,Astralis
19,Huntress of Souls,G2 Esports,bot,Astralis
14,Immortal Breastplate,G2 Esports,bot,Astralis
0,Imperious Gauntlet,G2 Esports,bot,Astralis
6,Incapacitor,G2 Esports,bot,Astralis
0,Legend Aura,G2 Esports,bot,Astralis
0,Magnetic Disintegrator,G2 Esports,bot,Astralis
0,Meteorites,G2 Esports,bot,Astralis
20,Obsidian Battle Plate,G2 Esports,bot,Astralis
0,Omnipresent Amulet,G2 Esports,bot,Astralis
0,Omnipresent Spirit,G2 Esports,bot,Astralis
0,Perfect Scythe,G2 Esports,bot,Astralis
0,Precise Hammer,G2 Esports,bot,Astralis
15,Rampage Momentum,G2 Esports,bot,Astralis
0,Rock Tomb,G2 Esports,bot,Astralis
0,Sacred Help,G2 Esports,bot,Astralis
0,Savage Looter,G2 Esports,bot,Astralis
13,Scythe,G2 Esports,bot,Astralis
18,Secret Scroll,G2 Esports,bot,Astralis
12,Sharp Blade,G2 Esports,bot,Astralis
0,Siege Mace,G2 Esports,bot,Astralis
0,Soul Hunter,G2 Esports,bot,Astralis
12,Spirit of the Squire,G2 Esports,bot,Astralis
0,Spirit of the Warrior,G2 Esports,bot,Astralis
0,Staff of Conquered Worlds,G2 Esports,bot,Astralis
0,Steel Aura,G2 Esports,bot,Astralis
0,Swords of Darkness,G2 Esports,bot,Astralis
0,The Puppeteer,G2 Esports,bot,Astralis
0,The Stalker,G2 Esports,bot,Astralis
0,The Visionary,G2 Esports,bot,Astralis
0,Thirsty Dagger,G2 Esports,bot,Astralis
0,Thirsty Scythes,G2 Esports,bot,Astralis
0,Treasurer's Wisdom,G2 Esports,bot,Astralis
0,Trimeteor,G2 Esports,bot,Astralis
0,Unstoppable Lightning,G2 Esports,bot,Astralis
11,Versatil Saber,G2 Esports,bot,Astralis
1,Wild Claw,G2 Esports,bot,Astralis
0,Wild Spirit,G2 Esports,bot,Astralis
0,Arcane Adrenaline,G2 Esports,support,Astralis
0,Arcane Explosive,G2 Esports,support,Astralis
0,Beast Hunter,G2 Esports,support,Astralis
0,Being of Light,G2 Esports,support,Astralis
0,Berseker Ax,G2 Esports,support,Astralis
18,Collecting Hammer,G2 Esports,support,Astralis
0,Colossal Mace,G2 Esports,support,Astralis
24,Conquering Staff,G2 Esports,support,Astralis
0,Crown of the Dwarf King,G2 Esports,support,Astralis
0,Dance of Death,G2 Esports,support,Astralis
10,Death Helper,G2 Esports,support,Astralis
0,Demon Claws,G2 Esports,support,Astralis
0,Divine Ascent,G2 Esports,support,Astralis
0,Divine Impetu,G2 Esports,support,Astralis
0,Elemental Discharge,G2 Esports,support,Astralis
11,Equivalent Totem,G2 Esports,support,Astralis
0,Fast Furious Blade,G2 Esports,support,Astralis
0,Final Asteroid,G2 Esports,support,Astralis
17,Guardian Totem,G2 Esports,support,Astralis
8,Hawk's Eye,G2 Esports,support,Astralis
22,Heavenly Vision,G2 Esports,support,Astralis
0,Holy Sword,G2 Esports,support,Astralis
0,Huntress of Souls,G2 Esports,support,Astralis
0,Immortal Breastplate,G2 Esports,support,Astralis
0,Imperious Gauntlet,G2 Esports,support,Astralis
24,Incapacitor,G2 Esports,support,Astralis
0,Legend Aura,G2 Esports,support,Astralis
0,Magnetic Disintegrator,G2 Esports,support,Astralis
0,Meteorites,G2 Esports,support,Astralis
20,Obsidian Battle Plate,G2 Esports,support,Astralis
0,Omnipresent Amulet,G2 Esports,support,Astralis
0,Omnipresent Spirit,G2 Esports,support,Astralis
0,Perfect Scythe,G2 Esports,support,Astralis
0,Precise Hammer,G2 Esports,support,Astralis
0,Rampage Momentum,G2 Esports,support,Astralis
0,Rock Tomb,G2 Esports,support,Astralis
0,Sacred Help,G2 Esports,support,Astralis
0,Savage Looter,G2 Esports,support,Astralis
1,Scythe,G2 Esports,support,Astralis
0,Secret Scroll,G2 Esports,support,Astralis
0,Sharp Blade,G2 Esports,support,Astralis
0,Siege Mace,G2 Esports,support,Astralis
0,Soul Hunter,G2 Esports,support,Astralis
18,Spirit of the Squire,G2 Esports,support,Astralis
0,Spirit of the Warrior,G2 Esports,support,Astralis
11,Staff of Conquered Worlds,G2 Esports,support,Astralis
0,Steel Aura,G2 Esports,support,Astralis
0,Swords of Darkness,G2 Esports,support,Astralis
20,The Puppeteer,G2 Esports,support,Astralis
16,The Stalker,G2 Esports,support,Astralis
0,The Visionary,G2 Esports,support,Astralis
0,Thirsty Dagger,G2 Esports,support,Astralis
0,Thirsty Scythes,G2 Esports,support,Astralis
0,Treasurer's Wisdom,G2 Esports,support,Astralis
0,Trimeteor,G2 Esports,support,Astralis
0,Unstoppable Lightning,G2 Esports,support,Astralis
11,Versatil Saber,G2 Esports,support,Astralis
0,Wild Claw,G2 Esports,support,Astralis
0,Wild Spirit,G2 Esports,support,Astralis
20,Baron' s Mask,G2 Esports,coach,Astralis
13,Big Worm Hunter,G2 Esports,coach,Astralis
22,Conquest Hammer,G2 Esports,coach,Astralis
18,Destroyer Hammer,G2 Esports,coach,Astralis
25,Elemental Dragon Soul,G2 Esports,coach,Astralis
16,Eye of the Void,G2 Esports,coach,Astralis
8,First Line,G2 Esports,coach,Astralis
23,Golden Force,G2 Esports,coach,Astralis
30,Killer Momentum,G2 Esports,coach,Astralis
12,Light Swords,G2 Esports,coach,Astralis
20,Magic Scales,G2 Esports,coach,Astralis
17,Royal Protector,G2 Esports,coach,Astralis
20,Scale Tearer,G2 Esports,coach,Astralis
16,Seal of Desecration,G2 Esports,coach,Astralis
20,Spirit of the Rift,G2 Esports,coach,Astralis
15,Underworld Guardian,G2 Esports,coach,Astralis
0,Arcane Adrenaline,Astralis,top,G2 Esports
0,Arcane Explosive,Astralis,top,G2 Esports
0,Beast Hunter,Astralis,top,G2 Esports
0,Being of Light,Astralis,top,G2 Esports
0,Berseker Ax,Astralis,top,G2 Esports
18,Collecting Hammer,Astralis,top,G2 Esports
0,Colossal Mace,Astralis,top,G2 Esports
0,Conquering Staff,Astralis,top,G2 Esports
0,Crown of the Dwarf King,Astralis,top,G2 Esports
0,Dance of Death,Astralis,top,G2 Esports
0,Death Helper,Astralis,top,G2 Esports
0,Demon Claws,Astralis,top,G2 Esports
0,Divine Ascent,Astralis,top,G2 Esports
0,Divine Impetu,Astralis,top,G2 Esports
0,Elemental Discharge,Astralis,top,G2 Esports
13,Equivalent Totem,Astralis,top,G2 Esports
0,Fast Furious Blade,Astralis,top,G2 Esports
0,Final Asteroid,Astralis,top,G2 Esports
3,Guardian Totem,Astralis,top,G2 Esports
0,Hawk's Eye,Astralis,top,G2 Esports
0,Heavenly Vision,Astralis,top,G2 Esports
0,Holy Sword,Astralis,top,G2 Esports
0,Huntress of Souls,Astralis,top,G2 Esports
0,Immortal Breastplate,Astralis,top,G2 Esports
0,Imperious Gauntlet,Astralis,top,G2 Esports
0,Incapacitor,Astralis,top,G2 Esports
0,Legend Aura,Astralis,top,G2 Esports
0,Magnetic Disintegrator,Astralis,top,G2 Esports
0,Meteorites,Astralis,top,G2 Esports
0,Obsidian Battle Plate,Astralis,top,G2 Esports
0,Omnipresent Amulet,Astralis,top,G2 Esports
0,Omnipresent Spirit,Astralis,top,G2 Esports
0,Perfect Scythe,Astralis,top,G2 Esports
0,Precise Hammer,Astralis,top,G2 Esports
0,Rampage Momentum,Astralis,top,G2 Esports
0,Rock Tomb,Astralis,top,G2 Esports
0,Sacred Help,Astralis,top,G2 Esports
0,Savage Looter,Astralis,top,G2 Esports
9,Scythe,Astralis,top,G2 Esports
0,Secret Scroll,Astralis,top,G2 Esports
0,Sharp Blade,Astralis,top,G2 Esports
0,Siege Mace,Astralis,top,G2 Esports
0,Soul Hunter,Astralis,top,G2 Esports
0,Spirit of the Squire,Astralis,top,G2 Esports
0,Spirit of the Warrior,Astralis,top,G2 Esports
0,Staff of Conquered Worlds,Astralis,top,G2 Esports
0,Steel Aura,Astralis,top,G2 Esports
0,Swords of Darkness,Astralis,top,G2 Esports
0,The Puppeteer,Astralis,top,G2 Esports
0,The Stalker,Astralis,top,G2 Esports
0,The Visionary,Astralis,top,G2 Esports
0,Thirsty Dagger,Astralis,top,G2 Esports
0,Thirsty Scythes,Astralis,top,G2 Esports
0,Treasurer's Wisdom,Astralis,top,G2 Esports
0,Trimeteor,Astralis,top,G2 Esports
0,Unstoppable Lightning,Astralis,top,G2 Esports
0,Versatil Saber,Astralis,top,G2 Esports
0,Wild Claw,Astralis,top,G2 Esports
0,Wild Spirit,Astralis,top,G2 Esports
0,Arcane Adrenaline,Astralis,jungle,G2 Esports
0,Arcane Explosive,Astralis,jungle,G2 Esports
0,Beast Hunter,Astralis,jungle,G2 Esports
0,Being of Light,Astralis,jungle,G2 Esports
0,Berseker Ax,Astralis,jungle,G2 Esports
0,Collecting Hammer,Astralis,jungle,G2 Esports
0,Colossal Mace,Astralis,jungle,G2 Esports
0,Conquering Staff,Astralis,jungle,G2 Esports
0,Crown of the Dwarf King,Astralis,jungle,G2 Esports
0,Dance of Death,Astralis,jungle,G2 Esports
0,Death Helper,Astralis,jungle,G2 Esports
0,Demon Claws,Astralis,jungle,G2 Esports
0,Divine Ascent,Astralis,jungle,G2 Esports
0,Divine Impetu,Astralis,jungle,G2 Esports
0,Elemental Discharge,Astralis,jungle,G2 Esports
11,Equivalent Totem,Astralis,jungle,G2 Esports
0,Fast Furious Blade,Astralis,jungle,G2 Esports
0,Final Asteroid,Astralis,jungle,G2 Esports
2,Guardian Totem,Astralis,jungle,G2 Esports
0,Hawk's Eye,Astralis,jungle,G2 Esports
0,Heavenly Vision,Astralis,jungle,G2 Esports
0,Holy Sword,Astralis,jungle,G2 Esports
0,Huntress of Souls,Astralis,jungle,G2 Esports
0,Immortal Breastplate,Astralis,jungle,G2 Esports
0,Imperious Gauntlet,Astralis,jungle,G2 Esports
3,Incapacitor,Astralis,jungle,G2 Esports
0,Legend Aura,Astralis,jungle,G2 Esports
0,Magnetic Disintegrator,Astralis,jungle,G2 Esports
0,Meteorites,Astralis,jungle,G2 Esports
0,Obsidian Battle Plate,Astralis,jungle,G2 Esports
0,Omnipresent Amulet,Astralis,jungle,G2 Esports
18,Omnipresent Spirit,Astralis,jungle,G2 Esports
0,Perfect Scythe,Astralis,jungle,G2 Esports
0,Precise Hammer,Astralis,jungle,G2 Esports
0,Rampage Momentum,Astralis,jungle,G2 Esports
0,Rock Tomb,Astralis,jungle,G2 Esports
0,Sacred Help,Astralis,jungle,G2 Esports
0,Savage Looter,Astralis,jungle,G2 Esports
6,Scythe,Astralis,jungle,G2 Esports
0,Secret Scroll,Astralis,jungle,G2 Esports
3,Sharp Blade,Astralis,jungle,G2 Esports
0,Siege Mace,Astralis,jungle,G2 Esports
0,Soul Hunter,Astralis,jungle,G2 Esports
3,Spirit of the Squire,Astralis,jungle,G2 Esports
0,Spirit of the Warrior,Astralis,jungle,G2 Esports
0,Staff of Conquered Worlds,Astralis,jungle,G2 Esports
18,Steel Aura,Astralis,jungle,G2 Esports
0,Swords of Darkness,Astralis,jungle,G2 Esports
0,The Puppeteer,Astralis,jungle,G2 Esports
0,The Stalker,Astralis,jungle,G2 Esports
0,The Visionary,Astralis,jungle,G2 Esports
0,Thirsty Dagger,Astralis,jungle,G2 Esports
0,Thirsty Scythes,Astralis,jungle,G2 Esports
0,Treasurer's Wisdom,Astralis,jungle,G2 Esports
0,Trimeteor,Astralis,jungle,G2 Esports
0,Unstoppable Lightning,Astralis,jungle,G2 Esports
0,Versatil Saber,Astralis,jungle,G2 Esports
10,Wild Claw,Astralis,jungle,G2 Esports
0,Wild Spirit,Astralis,jungle,G2 Esports
0,Arcane Adrenaline,Astralis,mid,G2 Esports
0,Arcane Explosive,Astralis,mid,G2 Esports
0,Beast Hunter,Astralis,mid,G2 Esports
0,Being of Light,Astralis,mid,G2 Esports
0,Berseker Ax,Astralis,mid,G2 Esports
0,Collecting Hammer,Astralis,mid,G2 Esports
0,Colossal Mace,Astralis,mid,G2 Esports
0,Conquering Staff,Astralis,mid,G2 Esports
0,Crown of the Dwarf King,Astralis,mid,G2 Esports
0,Dance of Death,Astralis,mid,G2 Esports
0,Death Helper,Astralis,mid,G2 Esports
0,Demon Claws,Astralis,mid,G2 Esports
0,Divine Ascent,Astralis,mid,G2 Esports
0,Divine Impetu,Astralis,mid,G2 Esports
0,Elemental Discharge,Astralis,mid,G2 Esports
12,Equivalent Totem,Astralis,mid,G2 Esports
0,Fast Furious Blade,Astralis,mid,G2 Esports
0,Final Asteroid,Astralis,mid,G2 Esports
2,Guardian Totem,Astralis,mid,G2 Esports
0,Hawk's Eye,Astralis,mid,G2 Esports
0,Heavenly Vision,Astralis,mid,G2 Esports
0,Holy Sword,Astralis,mid,G2 Esports
0,Huntress of Souls,Astralis,mid,G2 Esports
0,Immortal Breastplate,Astralis,mid,G2 Esports
0,Imperious Gauntlet,Astralis,mid,G2 Esports
6,Incapacitor,Astralis,mid,G2 Esports
0,Legend Aura,Astralis,mid,G2 Esports
0,Magnetic Disintegrator,Astralis,mid,G2 Esports
0,Meteorites,Astralis,mid,G2 Esports
0,Obsidian Battle Plate,Astralis,mid,G2 Esports
0,Omnipresent Amulet,Astralis,mid,G2 Esports
0,Omnipresent Spirit,Astralis,mid,G2 Esports
0,Perfect Scythe,Astralis,mid,G2 Esports
0,Precise Hammer,Astralis,mid,G2 Esports
0,Rampage Momentum,Astralis,mid,G2 Esports
0,Rock Tomb,Astralis,mid,G2 Esports
0,Sacred Help,Astralis,mid,G2 Esports
0,Savage Looter,Astralis,mid,G2 Esports
8,Scythe,Astralis,mid,G2 Esports
0,Secret Scroll,Astralis,mid,G2 Esports
6,Sharp Blade,Astralis,mid,G2 Esports
0,Siege Mace,Astralis,mid,G2 Esports
0,Soul Hunter,Astralis,mid,G2 Esports
0,Spirit of the Squire,Astralis,mid,G2 Esports
0,Spirit of the Warrior,Astralis,mid,G2 Esports
0,Staff of Conquered Worlds,Astralis,mid,G2 Esports
0,Steel Aura,Astralis,mid,G2 Esports
0,Swords of Darkness,Astralis,mid,G2 Esports
0,The Puppeteer,Astralis,mid,G2 Esports
0,The Stalker,Astralis,mid,G2 Esports
0,The Visionary,Astralis,mid,G2 Esports
15,Thirsty Dagger,Astralis,mid,G2 Esports
0,Thirsty Scythes,Astralis,mid,G2 Esports
0,Treasurer's Wisdom,Astralis,mid,G2 Esports
0,Trimeteor,Astralis,mid,G2 Esports
0,Unstoppable Lightning,Astralis,mid,G2 Esports
0,Versatil Saber,Astralis,mid,G2 Esports
0,Wild Claw,Astralis,mid,G2 Esports
0,Wild Spirit,Astralis,mid,G2 Esports
0,Arcane Adrenaline,Astralis,bot,G2 Esports
0,Arcane Explosive,Astralis,bot,G2 Esports
0,Beast Hunter,Astralis,bot,G2 Esports
0,Being of Light,Astralis,bot,G2 Esports
0,Berseker Ax,Astralis,bot,G2 Esports
6,Collecting Hammer,Astralis,bot,G2 Esports
0,Colossal Mace,Astralis,bot,G2 Esports
0,Conquering Staff,Astralis,bot,G2 Esports
0,Crown of the Dwarf King,Astralis,bot,G2 Esports
0,Dance of Death,Astralis,bot,G2 Esports
0,Death Helper,Astralis,bot,G2 Esports
0,Demon Claws,Astralis,bot,G2 Esports
0,Divine Ascent,Astralis,bot,G2 Esports
0,Divine Impetu,Astralis,bot,G2 Esports
0,Elemental Discharge,Astralis,bot,G2 Esports
11,Equivalent Totem,Astralis,bot,G2 Esports
0,Fast Furious Blade,Astralis,bot,G2 Esports
0,Final Asteroid,Astralis,bot,G2 Esports
3,Guardian Totem,Astralis,bot,G2 Esports
0,Hawk's Eye,Astralis,bot,G2 Esports
0,Heavenly Vision,Astralis,bot,G2 Esports
0,Holy Sword,Astralis,bot,G2 Esports
0,Huntress of Souls,Astralis,bot,G2 Esports
0,Immortal Breastplate,Astralis,bot,G2 Esports
30,Imperious Gauntlet,Astralis,bot,G2 Esports
6,Incapacitor,Astralis,bot,G2 Esports
0,Legend Aura,Astralis,bot,G2 Esports
0,Magnetic Disintegrator,Astralis,bot,G2 Esports
0,Meteorites,Astralis,bot,G2 Esports
20,Obsidian Battle Plate,Astralis,bot,G2 Esports
0,Omnipresent Amulet,Astralis,bot,G2 Esports
0,Omnipresent Spirit,Astralis,bot,G2 Esports
15,Perfect Scythe,Astralis,bot,G2 Esports
0,Precise Hammer,Astralis,bot,G2 Esports
0,Rampage Momentum,Astralis,bot,G2 Esports
0,Rock Tomb,Astralis,bot,G2 Esports
0,Sacred Help,Astralis,bot,G2 Esports
0,Savage Looter,Astralis,bot,G2 Esports
11,Scythe,Astralis,bot,G2 Esports
0,Secret Scroll,Astralis,bot,G2 Esports
3,Sharp Blade,Astralis,bot,G2 Esports
0,Siege Mace,Astralis,bot,G2 Esports
0,Soul Hunter,Astralis,bot,G2 Esports
0,Spirit of the Squire,Astralis,bot,G2 Esports
0,Spirit of the Warrior,Astralis,bot,G2 Esports
0,Staff of Conquered Worlds,Astralis,bot,G2 Esports
0,Steel Aura,Astralis,bot,G2 Esports
0,Swords of Darkness,Astralis,bot,G2 Esports
0,The Puppeteer,Astralis,bot,G2 Esports
0,The Stalker,Astralis,bot,G2 Esports
0,The Visionary,Astralis,bot,G2 Esports
0,Thirsty Dagger,Astralis,bot,G2 Esports
0,Thirsty Scythes,Astralis,bot,G2 Esports
0,Treasurer's Wisdom,Astralis,bot,G2 Esports
0,Trimeteor,Astralis,bot,G2 Esports
0,Unstoppable Lightning,Astralis,bot,G2 Esports
0,Versatil Saber,Astralis,bot,G2 Esports
0,Wild Claw,Astralis,bot,G2 Esports
0,Wild Spirit,Astralis,bot,G2 Esports
0,Arcane Adrenaline,Astralis,support,G2 Esports
0,Arcane Explosive,Astralis,support,G2 Esports
0,Beast Hunter,Astralis,support,G2 Esports
0,Being of Light,Astralis,support,G2 Esports
0,Berseker Ax,Astralis,support,G2 Esports
6,Collecting Hammer,Astralis,support,G2 Esports
0,Colossal Mace,Astralis,support,G2 Esports
24,Conquering Staff,Astralis,support,G2 Esports
0,Crown of the Dwarf King,Astralis,support,G2 Esports
0,Dance of Death,Astralis,support,G2 Esports
0,Death Helper,Astralis,support,G2 Esports
0,Demon Claws,Astralis,support,G2 Esports
0,Divine Ascent,Astralis,support,G2 Esports
0,Divine Impetu,Astralis,support,G2 Esports
0,Elemental Discharge,Astralis,support,G2 Esports
8,Equivalent Totem,Astralis,support,G2 Esports
0,Fast Furious Blade,Astralis,support,G2 Esports
0,Final Asteroid,Astralis,support,G2 Esports
17,Guardian Totem,Astralis,support,G2 Esports
8,Hawk's Eye,Astralis,support,G2 Esports
0,Heavenly Vision,Astralis,support,G2 Esports
0,Holy Sword,Astralis,support,G2 Esports
0,Huntress of Souls,Astralis,support,G2 Esports
0,Immortal Breastplate,Astralis,support,G2 Esports
0,Imperious Gauntlet,Astralis,support,G2 Esports
15,Incapacitor,Astralis,support,G2 Esports
0,Legend Aura,Astralis,support,G2 Esports
0,Magnetic Disintegrator,Astralis,support,G2 Esports
0,Meteorites,Astralis,support,G2 Esports
0,Obsidian Battle Plate,Astralis,support,G2 Esports
0,Omnipresent Amulet,Astralis,support,G2 Esports
0,Omnipresent Spirit,Astralis,support,G2 Esports
0,Perfect Scythe,Astralis,support,G2 Esports
0,Precise Hammer,Astralis,support,G2 Esports
0,Rampage Momentum,Astralis,support,G2 Esports
0,Rock Tomb,Astralis,support,G2 Esports
0,Sacred Help,Astralis,support,G2 Esports
0,Savage Looter,Astralis,support,G2 Esports
1,Scythe,Astralis,support,G2 Esports
0,Secret Scroll,Astralis,support,G2 Esports
3,Sharp Blade,Astralis,support,G2 Esports
0,Siege Mace,Astralis,support,G2 Esports
0,Soul Hunter,Astralis,support,G2 Esports
0,Spirit of the Squire,Astralis,support,G2 Esports
0,Spirit of the Warrior,Astralis,support,G2 Esports
0,Staff of Conquered Worlds,Astralis,support,G2 Esports
0,Steel Aura,Astralis,support,G2 Esports
0,Swords of Darkness,Astralis,support,G2 Esports
0,The Puppeteer,Astralis,support,G2 Esports
16,The Stalker,Astralis,support,G2 Esports
18,The Visionary,Astralis,support,G2 Esports
0,Thirsty Dagger,Astralis,support,G2 Esports
0,Thirsty Scythes,Astralis,support,G2 Esports
0,Treasurer's Wisdom,Astralis,support,G2 Esports
0,Trimeteor,Astralis,support,G2 Esports
0,Unstoppable Lightning,Astralis,support,G2 Esports
0,Versatil Saber,Astralis,support,G2 Esports
0,Wild Claw,Astralis,support,G2 Esports
0,Wild Spirit,Astralis,support,G2 Esports
0,Baron' s Mask,Astralis,coach,G2 Esports
0,Big Worm Hunter,Astralis,coach,G2 Esports
0,Conquest Hammer,Astralis,coach,G2 Esports
4,Destroyer Hammer,Astralis,coach,G2 Esports
0,Elemental Dragon Soul,Astralis,coach,G2 Esports
0,Eye of the Void,Astralis,coach,G2 Esports
0,First Line,Astralis,coach,G2 Esports
0,Golden Force,Astralis,coach,G2 Esports
0,Killer Momentum,Astralis,coach,G2 Esports
0,Light Swords,Astralis,coach,G2 Esports
0,Magic Scales,Astralis,coach,G2 Esports
0,Royal Protector,Astralis,coach,G2 Esports
0,Scale Tearer,Astralis,coach,G2 Esports
0,Seal of Desecration,Astralis,coach,G2 Esports
0,Spirit of the Rift,Astralis,coach,G2 Esports
0,Underworld Guardian,Astralis,coach,G2 Esports
0,Arcane Adrenaline,KOI,top,Fnatic
12,Arcane Explosive,KOI,top,Fnatic
0,Beast Hunter,KOI,top,Fnatic
0,Being of Light,KOI,top,Fnatic
0,Berseker Ax,KOI,top,Fnatic
30,Collecting Hammer,KOI,top,Fnatic
0,Colossal Mace,KOI,top,Fnatic
0,Conquering Staff,KOI,top,Fnatic
0,Crown of the Dwarf King,KOI,top,Fnatic
0,Dance of Death,KOI,top,Fnatic
0,Death Helper,KOI,top,Fnatic
0,Demon Claws,KOI,top,Fnatic
0,Divine Ascent,KOI,top,Fnatic
0,Divine Impetu,KOI,top,Fnatic
0,Elemental Discharge,KOI,top,Fnatic
16,Equivalent Totem,KOI,top,Fnatic
0,Fast Furious Blade,KOI,top,Fnatic
0,Final Asteroid,KOI,top,Fnatic
5,Guardian Totem,KOI,top,Fnatic
0,Hawk's Eye,KOI,top,Fnatic
0,Heavenly Vision,KOI,top,Fnatic
0,Holy Sword,KOI,top,Fnatic
0,Huntress of Souls,KOI,top,Fnatic
0,Immortal Breastplate,KOI,top,Fnatic
0,Imperious Gauntlet,KOI,top,Fnatic
9,Incapacitor,KOI,top,Fnatic
0,Legend Aura,KOI,top,Fnatic
0,Magnetic Disintegrator,KOI,top,Fnatic
0,Meteorites,KOI,top,Fnatic
0,Obsidian Battle Plate,KOI,top,Fnatic
0,Omnipresent Amulet,KOI,top,Fnatic
0,Omnipresent Spirit,KOI,top,Fnatic
15,Perfect Scythe,KOI,top,Fnatic
18,Precise Hammer,KOI,top,Fnatic
0,Rampage Momentum,KOI,top,Fnatic
0,Rock Tomb,KOI,top,Fnatic
0,Sacred Help,KOI,top,Fnatic
0,Savage Looter,KOI,top,Fnatic
